Date,Open,High,Low,Close,Volume,Adj Close
5/2/11,20.700001,20.709999,18.969999,19.639999,45910500,16.525524
4/1/11,20.139999,20.85,19.51,20.450001,56259100,17.207077
3/1/11,21.120001,21.17,18.6,20.049999,63914200,16.870508
2/1/11,20.379999,21.65,20.08,20.92,52895600,17.602545
1/3/11,18.49,20.74,18.120001,20.139999,76413100,16.829767
12/1/10,16.030001,18.49,16.030001,18.290001,57131500,15.283836
11/1/10,16.09,16.860001,15.63,15.83,55387200,13.124703
10/1/10,16.4,17.49,15.88,16.02,64676100,13.282233
9/1/10,14.73,16.700001,14.6,16.25,60450700,13.472926
8/2/10,16.32,16.540001,14.25,14.48,60617900,11.917247
7/1/10,14.33,16.57,13.75,16.120001,75597900,13.266992
6/1/10,16.24,16.51,14.27,14.42,83717300,11.867867
5/3/10,18.969999,19.34,15.15,16.35,106550400,13.371387
4/1/10,18.27,19.700001,18.18,18.860001,82505100,15.42412
3/1/10,16.1,18.940001,15.83,18.200001,93007300,14.884357
2/1/10,16.200001,17.030001,15.25,16.059999,77313200,13.134217
1/4/10,15.22,16.92,15.15,16.08,88647000,13.068995
12/1/09,16.27,16.49,15.13,15.13,62454500,12.296884
11/2/09,14.3,16.25,14.15,16.02,80429200,12.93612
10/1/09,16.309999,16.870001,14.15,14.26,103007100,11.514923
9/1/09,13.74,17.52,13.03,16.42,132466400,13.259119
8/3/09,13.65,14.88,13.16,13.9,86516200,11.158199
7/1/09,11.76,13.45,10.5,13.4,100768400,10.756824
6/1/09,13.82,13.99,11.25,11.72,87259400,9.408209
5/1/09,12.74,14.55,12.22,13.48,104569000,10.73271
4/1/09,9.91,12.81,9.8,12.65,133547800,10.071868
3/2/09,8.29,11.35,5.87,10.11,277438100,8.049532
2/2/09,12.03,12.9,8.4,8.51,194928800,6.77562
1/2/09,16.51,17.24,11.87,12.13,117847200,9.382162
12/1/08,16.360001,19.299999,15.35,16.200001,98683700,12.530176
11/3/08,19.780001,21.040001,12.58,17.17,134841700,13.029864
10/1/08,24,25.75,17.27,19.51,164650600,14.80563
9/2/08,28.540001,29.280001,22.16,25.5,105769100,19.351284
8/1/08,28.43,30.389999,27.76,28.1,43604700,21.041733
7/1/08,26.42,29.889999,25.6,28.290001,69943000,21.18401
6/2/08,30.75,31.139999,26.15,26.690001,75218200,19.985903
5/1/08,32.799999,33.619999,30.209999,30.719999,52851400,22.750843
4/1/08,37.360001,38.52,31.549999,32.700001,64485500,24.217207
3/3/08,33.34,37.740002,31.65,37.009998,59927700,27.409136
2/1/08,35.59,36.299999,33.09,33.139999,45001500,24.543064
1/2/08,37.099998,37.450001,32.919998,35.360001,55123800,25.950907
12/3/07,38.200001,38.200001,36.07,37.07,42936400,27.205885
11/1/07,40.889999,40.98,36.52,38.290001,45186900,27.863037
10/1/07,41.279999,42.150002,39.400002,41.16,32919400,29.951492
9/4/07,38.84,42.07,38.450001,41.400002,37426500,30.126137
8/1/07,38.599998,40.459999,36.200001,38.869999,46947200,28.095488
7/2/07,38.419998,40.98,37.73,38.759998,43667100,28.01598
6/1/07,37.68,39.77,36.650002,38.279999,43860200,27.669033
5/1/07,36.82,37.810001,36.450001,37.580002,31562900,26.968403
4/2/07,35.360001,37.240002,34.549999,36.860001,41666000,26.451712
3/1/07,34.610001,36,33.900002,35.360001,37497700,25.375271
2/1/07,36.18,36.5,34.5,34.91,34598700,25.05234
1/3/07,37.41,38.279999,35.759998,36.049999,34343100,25.668713
12/1/06,35.380001,38.490002,34.959999,37.209999,33604700,26.494669
11/1/06,35.200001,36.279999,34.619999,35.279999,23114100,24.936079
10/2/06,35.400002,36.48,34.919998,35.110001,26500400,24.815924
9/1/06,34.18,35.650002,33.759998,35.299999,24034200,24.950216
8/1/06,32.650002,34.439999,32.200001,34.060001,18494400,23.901922
7/3/06,33.099998,33.619999,32.060001,32.689999,24910500,22.94051
6/1/06,34.299999,34.919998,32.779999,32.959999,27849600,23.129986
5/1/06,34.639999,35.240002,33.700001,34.259998,24209600,23.863758
4/3/06,34.790001,34.990002,33.07,34.59,26428700,24.09362
3/1/06,32.970001,35,32.580002,34.779999,26519300,24.225964
2/1/06,32.66,33.75,32.209999,32.869999,26951100,22.895555
1/3/06,35.099998,35.630001,32.630001,32.75,34947000,22.642441
12/1/05,35.849998,36.259998,34.950001,35.049999,22568500,24.232595
11/1/05,33.970001,36.34,33.509998,35.720001,22225800,24.521015
10/3/05,33.599998,34.5,32.669998,33.91,23636600,23.278488
9/1/05,33.43,34.580002,33,33.669998,22843400,23.113731
8/1/05,34.57,34.619999,32.849998,33.610001,19156900,22.921251
7/1/05,34.849998,35.779999,33.93,34.5,22692600,23.52821
6/1/05,36.48,37.130001,34.150002,34.650002,24312400,23.630507
5/2/05,36.080002,37.34,35.560001,36.48,17054700,24.725296
4/1/05,36.18,36.599998,35.02,36.200001,21540700,24.535519
3/1/05,35.27,36.48,35.060001,36.060001,18737000,24.44063
2/1/05,36,36.610001,35.049999,35.200001,17348000,23.857742
1/3/05,36.709999,36.889999,34.950001,36.130001,19883000,24.335329
12/1/04,35.360001,37.75,35.27,36.5,18800400,24.584541
11/1/04,34.099998,36.860001,33.810001,35.360001,18420700,23.675732
10/1/04,33.700001,34.400002,32.650002,34.119999,16090400,22.845472
9/1/04,32.790001,34.529999,32.619999,33.580002,18122500,22.483912
8/2/04,32.650002,33.349998,31.42,32.790001,15559200,21.825542
7/1/04,32.400002,33.619999,31.5,33.25,22230200,22.131725
6/1/04,31,33.490002,30.82,32.400002,28805300,21.565952
5/3/04,30.120001,31.469999,29.549999,31.120001,20702700,20.590002
4/1/04,30.42,31.85,29.799999,29.950001,32068200,19.815891
3/1/04,32.689999,33.48,28.879999,30.52,40261200,20.193022
2/2/04,33.689999,33.990002,32.349998,32.52,18725500,21.516287
1/2/04,31,34.57,30.92,33.630001,23093800,22.115725
12/1/03,29.200001,31.290001,28.780001,30.98,20243900,20.373034
11/3/03,29.049999,29.950001,27.370001,28.67,22067400,18.731188
10/1/03,29.809999,31.299999,28,29.01,21493200,18.953321
9/2/03,29.75,32.419998,29.309999,29.809999,21533800,19.475992
8/1/03,28.200001,30.389999,27.18,29.57,16648400,19.200052
7/1/03,28.48,29.5,26.9,28.440001,22288900,18.466333
6/2/03,29.42,31.66,28.530001,28.68,20550900,18.622168
5/1/03,29.450001,29.450001,27.35,28.700001,19460600,18.514147
4/1/03,25.549999,29.780001,25.5,29.450001,21207800,18.997965
3/3/03,24.200001,28,23.16,25.5,26107100,16.44985
2/3/03,23.35,24.200001,21.299999,24.049999,23505800,15.514466
1/2/03,24.65,26.26,22.450001,23.139999,23240300,14.809159
12/2/02,27.98,27.98,24.1,24.35,20521100,15.583537
11/1/02,25.280001,27.4,23.200001,27.120001,28840700,17.225941
